id_NUMBER,ITEM_NAME,TITLE,MAKER,DATE_MADE,PLACE_MADE,MATERIALS,MEASUREMENTS,DESCRIPTION,WHOLE_PART,COLLECTION
1938-128,,Concave iron block to which 18 pieces of rock crystal (quart,,,,steel (metal); pitch; quartz,overall: 100 mm x 245 mm; weight: 3.74kg,Concave iron block to which 18 pieces of rock crystal (quartz) are stuck by means of pitch ready for grinding and polishing,WHOLE,SCM - Optics
1938-146,telescope - refracting,"Pocket refracting telescope with tripod stand, by Jan van De",Jan van Deijl and Zoon,1782,"Netherlands:; Amsterdam, North Holland province, Netherlands",copper (alloy); glass,overall (assembled) 300 x 190 x 170 mm; weight: 0.51kg,"Pocket refracting telescope with tripod stand, by Jan van Deijl and Zoon, Amsterdam, Netherlands, 1782, 1 3/4"" diam.",WHOLE,SCM - Optics
1938-148,telescope - Galilean; telescope - terrestrial; telescope - refracting,"Galilean bone telescope, 6"" long",Unknown maker,1600-1850,Europe,bone; glass,"overall: 151 mm x 21 mm, 0.059kg","Galilean bone telescope in two sections with removable lense-cap at one ens, unsigned, Europe, 1600-1850.  The thread of the screw connecting the two halves is not holding them together.",WHOLE,SCM - Optics
1938-200,,"""Radioptican""",,,,,,"""Radioptican"", complete with two screw type electric lamps, and length of cable with plug (early form of Epidoscope)",WHOLE,SCM - Optics
1938-433,,"Small periscope, of cardboard and brown paper, made by Sir F","Galton, Sir Francis",1897,,,,"Small periscope, of cardboard and brown paper, made by Sir Francis Galton, 1897, bearing inscription in Galton's handwriting:- ""Hyperscope or See Over. Francis Galton, May/97"" 42 Rutland Gate, London, SW",WHOLE,SCM - Optics
1955-339,Porro–Abbe prism; component - object,Optical glass prism assembly from artillery range-finder,C.P. Goerz,1900-1926,"Berlin, Berlin state, Germany",steel (metal); glass; nickel plated; plaster,"overall: 57 mm x 70 mm x 75 mm, Wt. 0.459kg","Cemented optical glass prism assembly in steel framework from artillery range-finder, 2-metre baseline, by C. P. Goerz, Berlin Germany, 1900-1926,",WHOLE,SCM - Optics
1955-340,prism - optical; component - object,Small wedge-shaped glass prism with cemented plano-convex magnifying lens,Unknown maker,1920-1950,Europe,glass; Canada balsam,"overall: 10 mm x 23 mm x 8 mm, Wt. 0.003kg","Small wedge-shaped glass prism with cemented plano-convex magnifying lens cemented on its tapered edge, unsigned, European, 1920-1950.  Optical path marked along edge in pencil, possibly designed for reading a thedolite scale.",WHOLE,SCM - Optics
1952-353,,"Piped-light illuminator, for mains operation, with 18-inch p",,,,,,"Piped-light illuminator, for mains operation, with 18-inch perspex probe, marked on handle, EDM 401/5",WHOLE,SCM - Optics
1952-361,,Magic Lantern made by W,W.C. Hughes & Co.,1903-1913,"London, Greater London, England, United Kingdom",,,"Magic Lantern made by W.C. Hughes & Co., Kingsland, London, London, England, c.1908.  Cabinet case, together with illumination system of 4 gas jets, and detachable metal chimney cowl",WHOLE,SCM - Optics
1955-309,prism - optical,"Triangular prism of dense glass; faces 1 1/4 inches square,",,,,,,"Triangular prism of dense glass; faces 1 1/4 inches square, refracting angle 60 degrees",WHOLE,SCM - Optics
1955-310,direct vision prism; component - object,Cemented glass prism for direct-vision spectroscope,Unknown maker,1920-1950,Europe,glass; Canadian balsam,"overall: 13 mm x 32 mm x 16 mm, Wt. 0.015kg","Direct-vision spectroscope prism, consisting of three triangular glass prisms cemented together, unsigned, European, 1920-1950",WHOLE,SCM - Optics
1985-2214/27,optical drawing aid - camera obscura,"Camera obscura by Jones (artist), 4 Well Street, London, Eng",Jones,1801-1810,,"mahogany (wood); lignum vitae; metal (unknown); copper (alloy); brass (copper, zinc alloy); glass; paper (fibre product)",overall (open): 85 x 105 x 330 mm; weight: 0.62kg,"Camera obscura by Jones (artist), 4 Well Street, London, England, 1801-1810. No lens cap",WHOLE,SCM - Optics
1985-2214/28,scioptic ball,"simple scioptic ball, made of lignum vitae and mahogany, mid",,1740-1760,,mahogany (wood); lignum vitae; glass,overall: 145 mm x 140 mm x 70 mm; weight: 0.38kg,"simple scioptic ball, made of lignum vitae and mahogany, mid 18th century",WHOLE,SCM - Optics
1980-1924,optical drawing aid - camera lucida,"Camera Lucida by Lechertier Barbe, Paris, France, 1890-1900.",Lechertier Barbe Limited,1890-1900,"Paris, Ville de Paris, Île-de-France, France","metal (unknown); nickel-plated; steel (metal); glass; wood (unidentified); leather; velvet; silk; metal (unknown); copper (alloy); brass (copper, zinc alloy)",instrument: 256 x 50 x 35 mm; weight: 0.26kg; case: 35 x 280 x 63 mm; weight: 0.11kg,"Camera Lucida by Lechertier Barbe, Paris, France, 1890-1900. Nickel plated with 10 interchangeable lenses, 2 telescoping sections and a rack and pinion adjustment, in box.",WHOLE,SCM - Optics
1981-106,optical drawing aid - Claude glass,"Claude Lorrain mirror in fishskin case, 18th century",,,,,,"Claude Lorrain mirror in fishskin case, 18th century",WHOLE,SCM - Optics
1955-319,constant deviation prism; component - object,Parallel-sided cylindrical glass prism,Unknown maker,1930-1950,Europe,glass,"overall: he.15 mm x dia. 30 mm, Wt. 0.027kg","Cylindrical constant deviation glass prism, unsigned, European, 1930-1950",WHOLE,SCM - Optics
1955-324,Porro prism; component - object,Pair of glass 'Porro' type erecting prisms,Unknown maker,1920-1950,Europe,glass,"overall (each): 21 mm x 43 mm x 21 mm, Wt. overall 0.055kg","Pair of 'Porro' type erecting glass prisms (90º of reflection), unsigned, European, 1920-1950.",WHOLE,SCM - Optics
1955-325,Sprenger prism; component - object,'Sprenger' type glass prism,Unknown maker,1920-1950,Europe,glass; paint,"overall: 30 mm x 77 mm x 19 mm, Wt. 0.045kg","'Sprenger' type glass erecting prism, unsigned, European, 1920-1950.",WHOLE,SCM - Optics
1955-327,prism - optical; component - object; model - representation,Model showing mounting method for glass roof prism,Barr and Stroud Limited,1920-1950,"Glasgow, Scotland, United Kingdom","brass (copper, zinc alloy); glass","overall: 25 mm x 45 mm x 40 mm, Wt. 0.092kg","Model showing frame and mounting method used for holding glass roof prism (90 degree) in range-finders made by Barr and Stroud Limited, Glasgow, Scotland, 1920-1950.",WHOLE,SCM - Optics
1955-328,roof prism; component - object,'Roof' type glass prism from artillery range-finder,Barr and Stroud Limited,1930-1950,"Glasgow, Scotland, United Kingdom",glass,"overall: 15 mm x 47 mm x 12 mm, Wt. 0.016kg","'Roof' type glass prism from finder telescope on artillery range-finder by Barr and Stroud Limited, Glasgow, Scotland, 1930-1950.",WHOLE,SCM - Optics
1986-474,,"FT3 rangefinder by Barr and Stroud, Glasgow, Scotland, 1908",Barr and Stroud Ltd.,1908,"Glasgow, Scotland, United Kingdom","steel (metal); brass (copper, zinc alloy); leather; glass","overall: 95 mm x 745 mm x 95 mm, , 2.785kg","FT3 rangefinder by Barr and Stroud, Glasgow, Scotland, 1908. baseline 26 inches.",WHOLE,SCM - Optics
1986-475,,"FT27 rangefinder, baseline 80 cm, by Barr and Stroud Ltd",Barr and Stroud Ltd.,1914,"Glasgow, Scotland, United Kingdom","aluminium alloy; metal; glass; cotton; bakelite (plastic); brass (copper, zinc alloy)","overall: 180 mm x 910 mm x 110 mm, 4.69kg","FT27 rangefinder, baseline 80 cm, by Barr and Stroud Ltd., Glasgow in Scotland, serial no. 12514, 1914",WHOLE,SCM - Optics
1986-476,,"FT38 rangefinder, serial no.30362",,,,,,"FT38 rangefinder, serial no.30362",WHOLE,SCM - Optics
1986-477,,"FT36 rangefinder, serial no.27231",,,,,,"FT36 rangefinder, serial no.27231",WHOLE,SCM - Optics
1913-287,micrometer telescope,Micrometer telescope by T. Jones (Rochon type),"Jones, Thomas",,,,,Micrometer telescope by T. Jones (Rochon type),WHOLE,SCM - Optics
1987-13,ophthalmic lens blank,Preproduction sample of the first photochromic glass from Ch,Chance-Pilkington,1986-1987,"St Asaph, Denbighshire, Wales, United Kingdom",glass,"overall: 10 mm x 65 mm diameter, 0.025kg","Preproduction sample of the first photochromic glass from Chance Pilkington, type FPX2, made in 1972,  90% to 20% transmittance for 2mm thick sample",WHOLE,SCM - Optics
1987-15,ophthalmic lens blank,Ophthalmic lens blank in Reactolite Rapide photochromic glas,Chance-Pilkington,1986-1987,"St Asaph, Denbighshire, Wales, United Kingdom",glass,"overall: 12 mm x 65 mm diameter, 0.035kg","Ophthalmic lens blank in Reactolite Rapide photochromic glass, grey pretint, type FPX3, transmittance 70% to 14%, by Chance-Pilkington, St Asaph, Denbighshire, Wales, United Kingdom, 1986-1987",WHOLE,SCM - Optics
1986-100,,"Prototype holographic camera, spare holographic lens, and ne",,,,,,"Prototype holographic camera, spare holographic lens, and negatives and prints taken using the camera. Made by Martin Richardson, 1984.",WHOLE,SCM - Optics
1986-7,,"White light reflection hologram showing hip joint, diseased",Commercial Holographic Co.,1985,"Farnham, Surrey, England, United Kingdom",,overall (in frame): 329 mm x 429 mm,"White light reflection hologram showing hip joint, diseased hip joint and hip prosthesis. Made for the Commercial Holographic Co., 1985.",WHOLE,SCM - Optics
1986-1037,,"Windmill demonstration apparatus, 19th century",,,,,,"Windmill demonstration apparatus, 19th century",WHOLE,SCM - Physics (early centuries)
1993-1312,bowl (mortar),"Bronze Mortar (dated 1542), inscribed SALVTIS. NOSTRE. ANNO.",,1542,,,,"Bronze Mortar (dated 1542), inscribed SALVTIS. NOSTRE. ANNO.1542, rectangular handles and acorn decoration at base. (fake?)",WHOLE,SCM - Physics (early centuries)
1958-113,nose spectacles - bow,"Bow spectacles, leather frames, in fitted oak case, 17th cen",,,,"oak (wood); brass (copper, zinc alloy); iron; glass; leather",overall: 19 mm x 10 mm x 62 mm; weight: 0.06kg,"Bow spectacles, leather frames, in fitted oak case, 17th century",WHOLE,SCM - Optics
1958-128,interferometer - light,"Michelson interferometer, made by Adam Hilger Ltd., London,",Adam Hilger Ltd.,1900-1910,"London, Greater London, England, United Kingdom","metal (unknown); copper (alloy); brass (copper, zinc alloy); iron; steel (metal); glass",overall: 305 mm x 195 mm x 255 mm; weight: 9.045kg,"Michelson interferometer, made by Adam Hilger Ltd., London, England, c. 1905",WHOLE,SCM - Optics
1958-131,diffraction grating - reflection,"Exhibit to show the effect of ""blazing"" a grating, comprisin",,,,,,"Exhibit to show the effect of ""blazing"" a grating, comprising: (a) one replica reflecting grating on glass base 4"" x 3"" x 1/2"", [P. 1027, Hy.10, approx, 3000 lines/ inch], (b) one ""blazed"" replica reflection grating on glass base 4"" x 3"" x 1/2"", [P.1025, Cyl. 351A approx 3000 lines/inch], (c) glass block (4"" x 3"" x 1/2"") front- aluminished to form plane mirror",WHOLE,SCM - Optics
1958-152,diffraction grating - transmission,"Transmission diffraction grating, 2 3/4"" square, mounted bet",National Physical Laboratory,1950-1958,"Teddington, Richmond upon Thames, Greater London, England, United Kingdom",glass; paper (fibre product),"overall: 3 mm x 83 mm x 83 mm, 0.045kg","Transmission diffraction grating, 2 3/4-inch square, in glass passepartout, mount (3 1/4-inch lantern slide), by National Physical laboratory, Teddington, London, 1950-1958",WHOLE,SCM - Optics
1958-156,,Stack of nine glass plates (each 3 1/4 inches square) coated,Edwards High Vacuum Ltd.,1958,"Crawley, West Sussex, England, United Kingdom",,,"Stack of nine glass plates (each 3 1/4 inches square) coated with magnesium fluoride for demonstrating anti-reflection films, by Edwards High Vacuum Ltd., Crawley, Sussex, 1958.",WHOLE,SCM - Optics
1958-202,,Six colour transparencies showing stages in the preparation,,,,,,Six colour transparencies showing stages in the preparation of optical glass,WHOLE,SCM - Optics
1958-272,stereograph,"Glass stereoscopic transparency in colour, by Lumiere (7"" x",Lumiere,1893-1963,France,glass; paper,"overall: 4 mm x 84 mm x 178 mm, 0.154kg","Glass stereoscopic transparency in colour, by Lumiere (7"" x 3 1/4"")",WHOLE,SCM - Optics
1958-273,stereograph,"Glass stereoscopic transparency, partially tinted - cascade",Unknown maker,1880-1920,Europe,glass; paper (fibre product),"overall: 3 mm x 170 mm x 82 mm, 0.079kg","Glass stereoscopic transparency, partially tinted, view of the Cascade de Terni, Italy, unsigned, Europe, 1880-1920",WHOLE,SCM - Optics
1958-274,stereograph,"Glass stereoscopic transparency, made by Chas Breese and Co",Chas Breese & Company,1880-1920,United Kingdom,glass; paper (fibre product),"overall: 2 mm x 171 mm x 83 mm, 0.096kg","Glass stereoscopic transparency of Sydenham slate rocks, Aberystwith, Chas Breese and Company, United Kingdom, 1880-1920",WHOLE,SCM - Optics
1958-275,stereograph,Glass stereoscopic transparency - a bichromated gelatine relief,Unknown maker,1890-1930,France,glass,"overall: 2 mm x 170 mm x 83 mm, 0.08kg","Glass stereoscopic transparency - a bichromated gelatine relief of a collapsed building, unsigned, France, 1890-1930",WHOLE,SCM - Optics
1959-56,optical toy,'Living pictures optical illusion' set with eight coloured P,,1840-1860,,,,"'Living pictures optical illusion' set with eight coloured Phenakistiscope discs (6 3/4-inches diameter) and wheel with handle, mid 19th century, includes decorative box lid with image of family group using toy; Box labelled in English, French (Tableaux Vivante Illusions optiques) and German (Lebende Bilder)",WHOLE,SCM - Optics
1959-128,,Exhibit to demonstrate total internal reflection of light,,,,,,Exhibit to demonstrate total internal reflection of light,WHOLE,SCM - Optics
1983-349,telescope - Galilean; telescope - terrestrial; telescope - refracting,"Spyglass telescope, with painted and silver plated tube","Berge, Matthew",1800-1819,"London, Greater London, England, United Kingdom","enamel; ivory; glass; silver plated; brass (copper, zinc alloy)","overall (closed): 112 mm x 59 mm, 0.186kg","Spyglass telescope, painted and silver plated tube, with ivory fittings, by Matthew Berge, Late Ramsden, London, England, 1801-1810",WHOLE,SCM - Optics
1955-330,Dove prism; component - object,Glass 'Dove' type prism from an artillery sight,Unknown maker,1910-1950,Europe,"glass; brass (copper, zinc alloy)","overall: 16 mm x 63 mm x 11 mm, Wt,. 0.03kg","'Dove' type glass erecting prism from dial artillery sight, unsigned, European, 1910-1950",WHOLE,SCM - Optics
1955-331,Dove prism; component - object,'Dove' type glass prisma from mountain artillery dial-sight,Unknown maker,1920-1950,Europe,glass; steel (metal); paper (fibre product),"overall: Wd. 53 mm x dia. 20 mm, Wt. 0.036kg","'Dove' type glass erecting prism in steel and paper mount, as used in mountain artillery dial-sight, unsigned, European, 1920-1950.",WHOLE,SCM - Optics
1955-332,Dove prism; component - object,"Large-sized glass, 'Dove' type erecting prism",Unknown maker,1930-1950,Europe,glass; paint,"overall: 50 mm x 210 mm x 50 mm, Wt. 1.010kg","Large-sized, 'Dove' type erecting glass prism, unsigned, European, 1930-1950",WHOLE,SCM - Optics
1955-333,Abbe–Koenig prism; component - object,Beam-splitter glass prism from telescope binocular eyepice,Unknown maker,1910-1950,France,"glass; steel (metal); aluminium alloy; brass (copper, zinc alloy)","overall: 47 mm x 60 mm x 50 mm, Wt. 0.145kg","Two prism glass beam splitter (3-reflections) in light-weight aluminium mount for telescope with binocular eyepiece, unsigned, French, 1910-1950.",WHOLE,SCM - Optics
1955-335,prism - optical; component - object,'Fresnel' type circular glass biprism,Unknown maker,1920-1950,Europe,glass,"overall: Dp.7 mm x Dia. 51 mm, Wt. 0.032kg","'Fresnel' type circular glass biprism, unsigned, European, 1920-1950.",WHOLE,SCM - Optics
1986-643,,"White light reflection hologram of a necklace and earrings,",Holofax Limited,,,,,"White light reflection hologram of a necklace and earrings, made by Holofax Ltd. in 1986, using the ""Holocam 50"" camera",WHOLE,SCM - Optics
